rating	title	text	images	asin	parent_asin	user_id	timestamp	helpful_vote	verified_purchase
1.0	Not worth the money just for the historical perspective	"The first of the two stories is amusing in its humor and interesting from an historical point of view.  As soon as the reader gets past the first chapter you start to notice subtle incongruencies, this because the original story was written in 1959.  It offers some insights into what was considered to be acceptable and normal at the time in Sci-FI as a genre and in America as a whole.  Many of the comments and assumptions the author makes would be considered blatantly chauvinistic and insulting to women by today's standards.  Which is not to say that the author is a chauvinist just that what was acceptable in 1959 is not acceptable by today's standards.  As one reads you can find many of these cultural incongruencies that serve to illustrate may of the changes in America in the past 41 years.<br />As far as entertainment goes this is an amusing, lighthearted and funny story although the writing can, at times, seem a bit overly simple.  As a long time Poul Anderson fan I can recommend ""Virgin Planet"" as a stand-alone story.  What I cannot recommend is ""Star Ways"" it has all of he bad points of ""Virgin Planet"" without the saving sense of humor.<br />When taken as a whole I am sorry I spent the money and so will you if you do too."	[]	0671319442	0671319442	AHG4BLQ4SU2ZPUH3DAU7XNGERSTA	969890668000	5	True
5.0	An Excellent Book on Group Theory for Chemistry	This book presents the theory in a straightforward way. Nevertheless, it is far from being superficial. It covers the basics about symmetry operations, point groups, matrices, matrix representations, equivalent and reducible representations, irreducible representations and character tables. Then, it connects the theory with quantum mechanics and molecular vibrations. For me, the ratio satisfaction/price of this book is very high.	[]	0486673553	0486673553	AEDFOCOSKXTSZBQJ2RNQOXQ555BA	1186401068000	15	True
1.0	didn't care for it	It was not what I was expecting.  Just someone telling me what he thought about his  books and his reviews.	[]	B005C6CISO	B005C6CISO	AGDQDNSN3LIKO4CXXIQIHUNQZVJQ	1390147887000	5	True
5.0	This is the cutest coloring book!	I really enjoyed all the pictures inside this coloring book. The quality is great and my daughters love it! This is a great buy! Worth the money!	[]	B0B8BPJV5M	B0B8BPJV5M	AHNSBSCNZBP3M3LK75QOQQ6Y5MDQ	1659632893698	0	False
5.0	Extremely satisfied User	The author did a superb job of focusing her information in an orderly manner, and then presenting it using two techniques which make it virtually impossible to not understand the process. First, on one half of the page she gives you the Commands and Actions required; Second she shows you on the second half of the page images of what you should select. I find that this book is clear, precise, and extremely valuable, certainly for the new user of InDesign. Finally, she provides a detailed, carefully presented Index so you can find solutions to the problems you wish to solve. I recommend this book without reservations, and find the price very reasonable [[ASIN:0321705203 InDesign CS5 for Macintosh and Windows: Visual QuickStart Guide (Visual Quickstart Guides)]]	[]	0321705203	0321705203	AF6FYELGEN5HMNUZIO67DQ2GIV7Q	1322476861000	4	True
5.0	Ok on to 3 now..	Just finished and it was as good as number one. Can't wait even though it is late moving on to number three tonight. Run don't walk and pick up,this series you won't be able to put it down	[]	B00DTUHI2Q	B00DTUHI2Q	AHS4GO522BSMHJ727GMP2MC3K5YQ	1470291627000	0	False
4.0	Four Stars	Great Buy	[]	B01ENO0TYK	B01ENO0TYK	AGSDMZOAGKFNG3DDWYL74IK6RELA	1481545873000	0	True
1.0	Please read the book before you hand it to your kid!	Con: The book portrays child characters with negative attitudes and is repeatedly describing people in an insulting manner. On the 3rd page, a footnote in the book calls your child a &#34;dumb-head&#34;.  When my child showed me, I thought maybe it was just a one-off oddity  and did not think much of it at first, but when I read the rest of the book, this type of language was just par for the course.<br />Pro: My child enjoyed it, and there are some educational elements to the book that are appropriate.<br /> If you care about your child's perception of other people, I would not let them read this book.  Hard to believe scholastic actually carries this book.	[]	0062284215	0062284215	AEMF7JIMZU4TC2ZMHGW62YCRHBGA	1492178528000	2	False
5.0	Espectacular.	Marvel una vez más sorprendiéndonos. Muy completa toda la info de los personajes.	[]	1465478906	1465478906	AF7G322QUQS2SKBPGG4CUWWPRKUQ	1564694322128	0	True
5.0	Charmingly Old School	"It's surprising how unique these old-fashioned stories seem today amongst toddler offerings about trucks, dinosaurs, the latest Kevin Henkes or Eric Carle, etc.  So many try to be clever, like ""Chicken Cheeks,"" when all kids really want are realistic stories about themselves. The illustrations are so lovingly rendered and detailed - far more than most current children's books - they instantly grab you.  It's a rare treat to find them coupled with a real, actual story told in a way a toddler can understand and learn from. My 2 year old son has loved Alfie for a while and it was difficult to find these books, even at the library.  I was thrilled to get this anthology of sorts.  Wish there were more!"	[]	0688151868	0688151868	AHBR33AMZNFDXSZT3LPLUOO4W6HA	1301685054000	1	False
5.0	A profoundly challenging testimony - do we love our persecuted brethren?	I am so grateful for this book - Brother Andrew has made an enormous impact on my life through this testimony.	[]	0739419013	0739419013	AERD6VJCC7ZLOFZOF6ASKTJIDYRQ	1517414156790	0	True
5.0	Management	Great book!  Easy to read and sustained my interest.  I would highly recommend this book for individuals involved in any aspect of management.	[]	0324595840	0324595840	AFFSJWXX46PQ7U42HXRYXTW4HGGQ	1374791386000	0	True
5.0	The Escape Started With a Willing Spirit	I was hesitant to read this book but after starting I couldn't put it down. Mr. Douglass acquired with more than his life, his mind was ready to be free. The hard struggles the endured prepared him to share his accounts with others so as to fuel them to fight for injustice. I am a African American, I believe we need more understanding freedom and what liberty is as Americans. I hype this book as painful as some parts were finds its way to thru many other eyes and spirit-men.	[]	B000FC1C28	B000FC1C28	AGQ3GW4BMCF2ZVLT6OGBICWK4QPA	1548343513375	2	True
5.0	Five Stars	I just got started with this book and I love it. So easy to use.	[]	1402774109	1402774109	AEHCEXISYSNZO7K6EIVDW4WD26GQ	1515852360778	1	True
5.0	Vending jackpot book delivers and fun to read	This book on the vending business is superb. Too much enjoyment after I read this book.	[]	0971309957	0971309957	AED3QBT4YQ7B7VTDACKCPZF7U37A	1124610431000	1	False
4.0	M As advertised	Great	[]	0753464136	0753464136	AG6YQSIZ5UU3ZVC422272FGJ5IIQ	1543973038387	0	True
5.0	I'm 20 and still love these books	i read book one and Jr. high and loved it. this one is going to be good as well	[]	0439206480	0439206480	AFM3Z24QF4V75IB5RBLYPPRO74XQ	1273780969000	0	True
5.0	Great for newbies!	"I am so glad that I didn't review this book when I first received it.  Initially, I was very disappointed in the simplicity of the recipes.  For example, the recipe for orange juice boiled down to juice oranges and drink immediately.  My only other exposure to an ""un""cook book was Raw Food Real World and I assumed that any raw recipe worth making should have 42,000 ingredients (give or take).  After months of pouring over other raw food information I have come to greatly appreciate Raw Food Made Easy.  One of the best things is that she almost always lists how long something will last in the refrigerator.  Another great thing is that the only equipment required is a food processor and blender (and the food processor could be replaced by a knife).  Very nice for someone just starting out in raw food.  The zucchini hummus should be tried by everyone.  It's especially good the second day.  Because the recipes are geared for one to two servings it is very easy to double them.  Why it should be easier to double a recipe than half one, I have no idea.  I guess I'm better at multiplying than dividing.<br /><br />This book is absolutely worth purchasing.  This is one you'll actually use!"	[]	1570671753	1570671753	AHHZGGJAOYOH4FG5FQS2WR5WB6BQ	1241642219000	9	True
5.0	For The Seroius Professional	Very informative with action steps and design reditions. I found new statistics not discussed elsewhere. This is for the serious professional entrepreneur, governmental agencies, conservationists, investors etc.	[]	0966234901	0966234901	AE3JOGCUZTFNRK42TCH65VHG4UGA	1393938620000	0	True
5.0	ok	it is a good book, and i would recommend the reading of this book to a friend or classmate at school	[]	8441416338	8441416338	AFXRPNZLXM6IWEKB262Q57PZVWGQ	1391174853000	0	True
5.0	Are We There Yet?	This is the kind of book that makes me want to do something extremely daring and meaningful.  Like jumping off something or swimming in my pool with my clothes on (which is what I did...)This book is extremely well written and a poignant,beautiful look at relationships.  Danny and Elijah are well developed characters and watching their relationship unfold and grow is lovely.  The writer, David Levithan, does a beautiful job using the setting, Italy, to ground the story and provide real-life context.  The personal adventures both brothers go on provide a well-written and heartfelt look at insecurities and problems they have.  The most basic area of the plot is perdictable, but the plot is not what makes this story special.  It's the characters and the development of thier relationship.  A wonderful and quick read!	[]	0375839569	0375839569	AHRBABLXTBA55WTV7DZYLLMPDQKA	1181894791000	1	False
4.0	Four Stars	A lengthy ready but well worth the time. Another unique look at WWII	[]	1101883081	1101883081	AEN6QVHASUV2NIJ556PD5BGMF7OA	1520028082819	1	False
5.0	excellent book on the semiconductor industry	The best thing I have read recently about the industry with a full explanation of the switch to fabless firms.	[]	0262516829	0262516829	AFD762ASKSPWV5GPD4GBJSUVDEHA	1607372772234	0	True
5.0	Captivating story!	I was swept away by this story! I hated it to come to an end. Vivid descriptions of a beautiful Tuscany village, the people who live there, and the fresh delicious food that they eat.  My next trip may very well be in Italy...to Tuscany🤗	[]	B074QL7WNM	B074QL7WNM	AE3YAECNPQ5BDCA7NUMYPAL2Q35A	1540946176019	0	True
5.0	Excellent book, good mystery and in depth insights	The Rabbi Wore Moccasins is a wonderful book that is hard to put down.  The mystery kept me enthralled and wanting to read more. However, the most rewarding part of the book was what I learned about Native Americans and the Jewish tradition. Nothing preachy, just a natural part of the evolution of the story. The characters all had depth and were interesting.  I HIGHLY recommend this book.	[]	1935604414	1935604414	AEZNIXZLXPVMT4R27HMFNWWQBRQA	1346098078000	3	True
5.0	An excellent workbook.	I have been searching for the how to of a certain technique for over a year.  I have bought two other books on circular knitting which were quite disappointing.  The Art of Seamless Knitting had careful instructions for the technique for which I have been searching and so much more.  An excellent workbook.	[]	1596687886	1596687886	AENZDVW5R6IQUEZTEQ3V4PEPMECA	1408326847000	0	True
5.0	Depth & beauty	This is a beautiful collection of poems and poetry that linger long after you have turned the page. Yasmine reflects back many places within us that we sometimes turn away from. Brave, deep and beautiful. I loved it and am sending it immediately to my friends. Get one for yourself and the women in your life who you love. Enjoy!	[]	0692715908	0692715908	AFHFCD2WZMYJ55WLEJ3OENFNGTRA	1500642638389	2	True
5.0	Awesome Book	I read this years ago when it first came out so I jumped at the chance to buy the kindle version for my kids to read.  Tells the same historical story as the movie &#34;The 300&#34;.  The movie is quite good, highly stylized and entertaining but this book is even more enjoyable.  Of course, a book like this requires the author to take creative license but the basic facts are there told in really engaging and stimulating way.	[]	B000NJL7QO	B000NJL7QO	AH3YPEAML6NC4DHCCC76GU22FZTA	1392694105000	0	True
5.0	The Heartbeat of a Lover's Soul	June Jordan's poetry beats furiously in the name of love: for Haruko, for life, for real.  Since the human language is inadequate to truly express this emotion, Jordan manipulates and bends the written word to fit the  human heart.  When she describes love as &quot;yes directed by desire&quot;  (&quot;When I or Else&quot;), she speaks the living truth.<br />Read  &quot;Free Flight&quot;, &quot;Roman Poem Number Five&quot; and &quot;12:01  A.M.&quot; and let her words reverberate in your every mental crevice. Let  your feelings stir as hers until you see with love's eyes.  That is the  definition of poetry.	[]	1852423234	1852423234	AGLDSWMDSRNTVTYYVES3BUTFW6LA	952149343000	7	False
5.0	Loved it	He loved it	[]	0763638870	0763638870	AFO4LDQIE6VFP7TXFFCVWRRVXUSQ	1482500857000	0	True
3.0	Ok	Not really what I thought.  I was thinking more of true uses and less of the talisman type	[]	150720471X	150720471X	AE4GGHQQW4JMKIL2CO7PWDDM5USA	1570849197290	0	True
5.0	Nasreen's Secret School: A True Story from Afghanistan	ISBN 1416994378 - Manufactured in China. Ages 6 to 9. I can't really say what I expected from this book. Something like a Little House on the Prairie tale set in Afghanistan, perhaps? Or a 1930s-esque story of the fight for equal rights for women? Whatever it was, I've forgotten it. What I actually got was good enough to erase the pre-conceived notion from my mind!<br /><br />Nasreen and her parents live with her grandmother. The Taliban has come to power and they've destroyed much that was beautiful about their city, Herat. Art, music and learning fade and, far worse, are prohibited to females. Young girls are not allowed to learn as their mothers and grandmothers had learned. When Nasreen's father was taken away by the Taliban, her mother went to search for him. Missing her parents and not allowed to be outside alone, Nasreen falls silent and withdraws. Her grandmother hears about a secret school for girls and hopes that attending will help Nasreen. Even though it's against the law, the girls, the teachers, the parents and even the neighborhood boys quietly fight against the Taliban's ban on education for girls. Her grandmother hopes it's enough to give Nasreen a sense of hope and bring her back to life.<br /><br />The great amount of white space around the images seems, at first, to be a waste of space. It appears unattractive and left me feeling that the images should have been larger. That impression passed quickly and I really began to FEEL that white space. Nasreen's story and the city of Herat under the Taliban has a desolate, empty and somewhat lonely feel that, weirdly, is conveyed by these vast expanses of white surrounding small illustrations and minimal text. The images themselves are incredibly colorful and range from somewhat scary (when Nasreen's father is taken) to beautiful (as Nasreen learns). I loved the inclusion of a Bamiyan Buddha and Little Red Riding Hood - diversity rocks!<br /><br />In this age, it's hard to say that this book is strictly age appropriate. Parents, in an effort to protect their children, are sometimes apt to overdo it when it comes to books. I'd urge those parents to consider this book anyway. Read it yourself first, of course. The problem isn't the vocabulary. While there might be a few words that are above the heads of six year olds, that's a good thing. Reading, after all, is about learning! The thing that I suspect some parents will worry about is the potential for upsetting their children with the fact that Nasreen's parents are gone, and the implied violence of the Taliban. It is worth taking the time to talk about those things. Children learn empathy and it's not too soon for that. If, for your child, you feel it IS, pass this one by for now.<br /><br />Most important is the message, which is fantastic: education is worth fighting for. In the U.S., we know this, but it's good to be reminded every now and then with a tale more modern than [[ASIN:034551100X A Mighty Long Way: My Journey to Justice at Little Rock Central High School]]. That the sale of the book benefits The Global Fund for Children is a bonus to me and the author's note in the front of the book puts the story in context for adults and older readers.<br /><br />- AnnaLovesBooks	[]	1416994378	1416994378	AHK3KBBUJVSUMG2WPJMP7UI6PU2A	1261074509000	1	False
5.0	Five Stars	Love this series ! Great writing ! Loads of action !	[]	B007Y6WEUC	B007Y6WEUC	AETD6Q732EF57UUTNEEXEA6AG4VQ	1446334539000	0	True
5.0	Good read.	Wife liked it.	[]	0553801473	0553801473	AHLAVEDOCCOQJFFLE7DOC7G7USPQ	1546369549737	0	True
5.0	Compelling, Poignant,Sad	This was such a well written story of love, illegal lust and a deep relationship between 2 people that should never have even met. Their story of a young boy rescued by a father who recently lost his own son (the same age) is a story that deep down you knew was doomed. Then, the kiss that changed their lives. The boy had a deep love, but also wanted to be his stepfather's lover when he got older.  The older man held off his adopted son's feelings for so long, it tugged at one's heart. (At least mine)It was so sad, so poignant and such unrequited love I almost wanted to re-write the ending. Praise to Neal Drinnan for beauty in words.	[]	0140267891	0140267891	AHWKUHTTVZ27VHLCFWFOHID52MTA	1170954742000	0	False
5.0	The beginning of changing division in this country!	I have stood up, thinking that my posts will inform those who are silent. However, the anger and resentment from both sides of enlightenment, seem to crowd out any logical debates.<br />I'm so ready to put the UNITED back into our United States!<br />If you are seeking to heal our divided nation, you should read American Schism. Seth David Radwell put a roadmap together, with solutions for our ongoing struggle between parties,  including the history and core issues that have lead us to where we are today.  I can't put it down!	[{'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/71dkmdxQdiL._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71dkmdxQdiL._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/71dkmdxQdiL._SL256_.jpg'}]	1626348618	1626348618	AFRW5EGU2R4FDMGBKJEYMASNCFPA	1675101665758	1	False
1.0	About on par with his other books	"This should have been in the science fiction section considering the amount of just plain wrong ""information"" provided.<br />Stuff that was known to be false in the scientific community at the time this book was published."	[]	0884044467	0884044467	AH3ALDNRSJ4LQCPQ55BIDUSILXNQ	1679946559672	2	False
5.0	Worthwhile ideas!	What wonderful ideas. Our volunteers are always looking for ways to bring some relief to our shelter.	[]	0974924598	0974924598	AGODXBJBLB5KYN7ZXE34R6UJ62DA	1425768467000	0	True
5.0	excellent	The presentation was very well done and enjoyable.  The story is one of my favorites that Louis L'amour wrote.  Enjoyed by everyone	[]	0739317954	0739317954	AHANGX2BSV632CD244IOL7ULINTQ	1376366284000	0	True
5.0	Great book!	My 2 year old LOVES this book!	[]	0803738528	0803738528	AFIAFRRWZGRWRGHVW6BWO6R5U4TA	1440542636000	0	True
5.0	Great book	I loved the story, true and gritty, and Butch Karp and Marlene, who kept working and fighting even after being bombed and harmed.	[]	B004GTM4ZU	B004GTM4ZU	AFPLAUWVBZPLJYKDOOY7LEQ6GFZA	1473105820000	1	True
5.0	:)	:)	[]	1546409904	1546409904	AGCBMNRJTBIDZCCHQ6JHT7UVV7FA	1547834979974	0	True
5.0	A very handy resource. Wish it had a spiral ...	A very handy resource. Wish it had a spiral binding but I use a wide clip to keep the book open. Perhaps with time and use the book will stay open on its' own.	[]	1780388004	1780388004	AEC6WKMQDGK3N34DO2JIYJYWRMEA	1503170872367	5	True
5.0	101	Great book!  This book may have been written years ago but its information is very timely!	[]	0943210364	0943210364	AHLNALNUYRT72AKYZ3FPIKBWMYRA	1423748884000	0	True
5.0	Five Stars	YES WE ARE going to have a discussion session at our Church based on this book.	[]	0060778407	0060778407	AF4TNYBM7SRKNO64YE3SBTSPQM6Q	1489502090000	0	True
5.0	Great series	My 6 year old daughter is in love with this series.	[]	1426336810	1426336810	AFKW5LUUWVQBYZQWGF7T6ERMWLEQ	1598647845575	0	True
5.0	Excellent Read	This is one of the best books I've ever read. Made you feel just like you were there.	[]	0735219109	0735219109	AHUB4X5I7DBHJ3YI7DHIPNHAF6GA	1666996752250	0	True
3.0	Kalmus, now Alfred, editions are...	the same as they have always been: a budget alternative to pricier European editions. The musical typeface is too bold, the pageturn convenience is non-existent, and there is an error in the score: a measure has an extra 1/8note rest. Yet, without budget editions, students would have to pay a lot more for the same music. See [...]for an inexpensive, readable, layout and page-turn-friendly alternative.<br />88melter	[]	0769293344	0769293344	AHOHREIRIMG7A2VTIFPGWOPIALMQ	1278946394000	1	True
